# id:7-7-7 
0.5,0.93,1.1529399042322
-0.66,-0.08,0.46390567902689
0.85,-0.92,-0.083443644796231
-0.47,-0.87,-0.38268251610962
-0.24,0.69,1.3974592740102
-0.39,0.92,1.3248206239615
-0.96,-0.34,0.60297985808444
-0.49,0.59,0.81924499056242
0.24,-0.5,-0.58537054014346
0.57,-0.96,-0.64198022131188
0.18,0.37,0.17948582645513
-0.43,-0.8,-0.42274809854623
-0.22,-0.81,-1.3233833380816
0.34,-0.31,-0.32778489455356
0.27,-0.16,-0.27342188995741
0.2,-0.24,-0.31658424117542
-0.23,0.54,0.21100369933257
0.68,-0.39,0.021427505815538
0.63,-0.79,-0.36359731908699
-0.26,-0.62,-0.46496053791964
0.9,0.35,1.3890448173689
-0.71,0.94,1.3204219908274
-0.99,-0.19,1.0517472783673
0.53,0.25,0.76823582916261
0.32,0.09,-0.0060476361937304
0.3,-0.5,-0.25961906887555
-0.55,0.87,1.3605321869679
-0.3,0.24,0.1164934890046
-0.94,-0.96,0.096295221807594
0.94,0.33,1.6158312880057
-0.11,0.13,0.021999053454002
-0.91,0.66,1.0974384027485
-0.33,0.78,0.80181911610075
-0.74,-0.71,-0.35685152885145
0.99,0.01,1.425920664425
-0.32,0.88,0.79461535909476
-0.65,-0.02,0.17339909721219
0.81,-0.63,0.38419960982369
0.8,0.33,0.50058724234761
0.62,0.11,0.67355120283096
-0.58,-0.08,0.18903503107938
0.62,-0.12,0.401200317814
-0.21,-0.68,-0.5661044170948
-0.89,-0.15,0.3149495126011
-0.63,-0.95,-0.56157251591098
-0.83,0.26,1.0036544135454
0.18,-0.73,-0.74892400389644
-0.08,0.85,0.68572158748933
-0.96,0.19,1.3495709497314
-0.86,-0.98,0.036621540744971
-0.81,-0.18,0.66213384310694
0.9,-0.45,0.5384522372372
0.8,0.7,1.2029546157508
-0.08,0.59,0.59915978700079
0.03,-0.46,-0.55129685643727
-0.3,0.46,0.64697681286111
0.47,-0.69,0.077191440576901
-0.67,-0.75,-0.064220633725162
-0.36,-0.56,-0.53954842326919
0.1,0.01,-0.13470709697889
-0.51,0.28,0.62887898195845
-0.73,0.68,1.2686102383087
0.55,0.2,0.45461260089531
0.52,0.59,0.80444814785761
-0.62,0.67,1.298561734339
0.62,-0.42,-0.0080163447766424
-0.52,0.51,0.68052063602214
0.14,-0.72,-0.46232814804762
0.21,-0.94,-0.62937806095593
0.87,-0.76,-0.16873378168908
-0.39,-0.43,-0.14191929480444
0.7,-0.93,-0.41082004531264
-0.11,-0.98,-1.3107512965715
-0.68,0.53,0.89872984575478
-0.53,0.43,1.0613996187202
-0.46,-0.03,0.17916897748345
-0.29,-0.19,-0.30504235815571
-0.36,-0.74,-0.095585277963292
-1,-0.84,0.17307985224673
0.86,-0.61,0.16944504192279
0.83,0.47,0.82721533503674
-0.02,-0.69,-0.75989104927109
-0.03,-0.89,-0.7020533425965
-0.41,-0.82,-0.75542013351986
-0.83,-0.54,0.15976407311595
-0.58,-0.22,0.23764067724626
0.03,-0.88,-0.44611536180686
-0.14,0.93,0.80637958898487
-0.86,0.19,1.2855915765499
0.45,-0.39,-0.21009377093648
-0.39,0.99,1.2252006748872
0.59,0.33,0.59205941648302
-0.2,-0.78,-0.39884466516239
0.59,-0.19,-0.039365523513306
-0.61,0.44,0.4221948482862
0.2,-0.78,-0.81062939214171
-0.1,-0.83,-1.0290108427281
-0.47,0.88,1.1143550802903
-0.71,0.12,0.64592303212159
-0.94,-0.53,0.18787678203184
0.59,-0.52,0.021397102089767
0.26,-0.38,-0.20631338285683
-0.39,-0.89,-0.71445692048779
-0.46,-0.25,0.037151903649838
0.3,0.99,1.2532297358204
0.37,0.92,0.57365782707679
0.98,-0.05,0.34400565047871
0.24,-0.23,-0.17030692987168
0.18,-0.17,-0.30493635284201
0.58,0.57,1.0388977614934
-0.74,-0.22,0.52173990672808
0.79,0.17,0.76276167916767
-0.04,-0.69,-0.5826119962039
0.05,0.25,0.29632125815315
0.44,0.11,0.40937632693811
0.73,0.03,0.5866658111216
0.6,-0.02,-0.01823411716943
0.65,-0.8,-0.3183840812648
0.09,-0.82,-0.72372981661725
-0.04,-0.62,-0.5949334319083
-0.83,-0.68,0.024887115984501
-0.7,-0.86,-0.14706190121508
0.28,0.54,0.82449990086862
-0.08,-0.55,-0.53851550009991
-0.64,-0.5,0.051078281189611
-0.99,-0.37,0.76115562303759
0.29,0.81,0.98878950552078
0.81,-0.76,-0.28915144238605
-0.88,-0.15,0.77084226900451
0.5,0.57,0.76604295124419
0.96,0.22,1.2765274687815
-0.41,0.56,0.75365983502577
-0.81,-0.77,-0.1784482145106
0.76,0.29,0.88462667226858
-0.58,-0.28,0.075884813950034
0.68,-0.41,0.18991197779331
0.04,0.98,0.73173991082685
-0.26,-0.68,-0.84926470477161
0.52,0.67,0.97015653091343
-0.23,0.89,0.83131267572556
-0.84,-0.21,0.62947880259403
-0.48,0.45,0.69394323447728
-0.4,-0.68,-0.53266372704183
0.7,-0.28,0.341056665548
0.17,0.2,0.04057515500096
-0.72,0.13,0.74733721743482
-0.58,-0.12,0.32369175322626
-0.31,-0.38,-0.22492445375966
0.12,-0.55,-0.66516524545748
0.91,0.54,1.337829910087
0.17,0.58,0.31286223468331
-0.87,-0.79,0.24398473319227
0.56,-0.12,0.51223677195283
-0.47,0.07,0.25283931476449
-0.46,0.31,0.36096180291202
-0.04,-0.3,-0.12924108888309
-0.91,0.48,1.560181922973
-0.85,-0.31,0.38728833626117
0.8,0.86,1.6729837181993
0.42,-0.03,0.077550346169501
0.05,0.7,0.94855874250158
-0.9,0.48,1.6067178357064
-0.42,-0.21,0.078446661532122
-0.91,0.7,1.5751762974504
0.24,1,0.70689509854063
0.24,-0.6,-0.41824946730377
0.58,0.38,0.7425397119033
-0.38,0.14,0.43146552860665
-0.75,0.15,0.85865662716655
-0.79,-0.21,0.34708924601501
-0.55,0.17,0.54376761914726
0.5,-0.45,-0.30309535218974
-0.36,0.66,0.62093683491432
0.25,-0.56,-0.20735269050187
0.51,-0.34,0.019500205594668
0.41,-0.44,-0.28032606934486
-0.64,0.51,0.69553305594685
-0.96,-0.06,1.0063783181484
-0.71,-0.87,-0.6589126082186
-0.36,0.53,0.50301804931376
-0.87,0.88,1.2788174697261
0.94,0.72,1.735001997651
0.26,-0.45,-0.68755644780706
-0.15,0.51,0.73499455102934
0.71,0.06,0.55944160930148
-0.71,-0.84,-0.32949152329292
-0.78,0.8,1.4877349818047
-0.29,-0.13,0.0067115539774758
0.45,0.96,1.3378359172816
0.31,-0.04,0.033747481554509
-0.38,-0.29,0.02757205064407
0.53,-0.02,0.4297118345307
-0.79,0.57,1.2788936466158
0.93,-0.49,0.42009162351848
0.7,-0.44,-0.31867964340767
-0.96,0.84,1.8744916759211
-0.56,0.98,1.4860830631423
0.55,0.7,0.84820123055202
-0.47,-0.61,-0.26364991369799
